origin;destination
273972;205229
8300;82710
338993;109627
302200;58959
166689;252490
241731;338471
64674;318204
13821;163563
62724;282875
173031;311589
316362;341288
189653;249725
141095;235671
214314;235404
129345;56478
101470;183797
263217;211282
111995;10210
321153;287454
65115;108023
239020;53186
25260;17127
325024;304375
125931;105396
211966;299162
200876;340625
119513;174627
310352;84257
157234;49522
219852;23718
251714;199664
102248;139850
140464;100281
77693;39078
65558;265252
11830;220241
7872;29965
33807;20061
129196;164678
121049;163041
93194;189631
291635;102798
27452;344247
294994;325046
150551;147581
277945;314788
80480;130774
310849;186380
29456;96524
346322;182133
100176;156559
37223;30626
83005;19428
175374;269537
7332;319348
271845;347193
32710;43240
326366;331508
71957;290093
254267;162131
120949;184394
27473;299941
305083;338822
61257;56505
96433;276502
241882;303690
291983;283836
261840;185884
245379;90263
76040;89677
231274;79164
130289;354310
210196;22066
218187;226842
102723;346579
125163;27932
139243;57850
12341;10675
186291;131792
125344;56826
273203;344494
203445;322460
244340;302879
341904;333146
184242;172894
31517;186498
98780;261286
15323;2815
115346;100173
245148;270934
143846;214793
329282;16706
239707;6268
13891;222029
6697;288073
6950;339906
283830;205209
309956;116146
56221;242778
162951;176703
17963;159307
51501;282162
343132;336462
342405;145551
31906;273764
36016;247439
141214;59554
65441;326115
12708;90754
298013;220886
315899;51248
194171;213138
309530;321600
188645;171051
272236;162745
8021;211135
63884;213727
338456;353108
93769;328719
234894;286500
356131;264077
230375;19186
122571;244820
40615;147947
217319;213404
143970;104191
6475;279879
118912;334608
266240;115182
248826;247996
41920;219722
334874;260801
166391;293711
277439;86942
336771;203624
173526;185767
171701;44363
355297;49170
166734;241995
104499;61884
17538;147193
498;204116
68151;326697
238164;310016
222278;282085
70369;108614
146169;3363
173303;352883
23179;315280
191296;133850
126379;198019
573;223701
4600;219166
20094;252805
207365;13976
260391;207395
64022;103716
18349;149697
285729;36972
164566;142669
174094;95980
219324;40941
14583;344133
87818;62434
284200;275660
301373;242330
241887;107147
242083;263755
117964;124126
331039;342715
82130;70039
70626;166794
144836;135919
75507;273615
25896;146225
82216;138361
267511;203971
247274;272442
286554;109899
185845;90324
77870;47679
42644;340864
340993;176548
50089;74233
56082;292847
326178;190196
110996;191687
56581;256828
329003;188359
22372;321954
280620;223905
313513;70994
217185;175910
8779;12692
243139;349453
36822;336117
164669;216455
75431;232760
176623;299830
303149;64859
41064;6063
51881;220310
261803;152727
53230;207612
279082;145597
12449;167860
79437;290520
109625;248668
327788;128362
235263;355458
4432;13656
335;71840
74230;178511
324117;64491
19403;119836
246737;70645
185968;90829
99475;142316
146743;227811
52734;166892
5603;277114
223944;308925
303724;246657
9976;214312
29880;7494
172519;80486
292451;217236
287039;285064
258871;259183
243390;309216
270900;33929
146420;174917
171401;287810
249024;188512
151512;127672
304470;125172
12405;244993
248635;263987
128103;269597
25479;122179
35621;145221
34529;142916
28442;108874
323206;195689
63458;89177
184323;310634
358730;26941
91957;65420
120467;138893
31440;261516
104558;278952
27732;11243
29248;43174
57049;37745
169248;70463
143492;296990
150932;125951
26447;315231
168535;203160
218884;213087
351701;14223
158658;80583
153517;78230
101366;10415
195438;49226
88675;263313
159002;333204
86298;214841
208037;119795
52802;354656
312757;166422
198289;283619
220452;87855
140240;288967
191929;113892
77914;182083
199602;231562
295900;175386
23933;237273
117783;89082
3578;295114
44825;75123
287226;263615
148359;315006
328194;136826
183254;336109
229192;173223
237836;215824
37748;160446
119491;163875
191072;257723
80614;49837
296280;355166
189426;129237
290075;19094
109814;252698
157399;321206
230034;356685
253808;184795
117499;344060
352825;151255
299317;238451
277368;192509
256087;320468
319398;206926
113226;152114
327212;34071
291978;343458
1127;89455
153507;260516
253029;163214
264820;309702
160549;49585
49775;229376
244634;255916
34454;40872
190504;309959
233343;138162
274917;141958
312529;221559
98905;41112
251588;107895
229566;117277
137125;19559
104576;303832
154895;249089
139133;2920
314738;166380
22597;94218
315983;278598
283418;359578
148025;109000
4209;271217
104405;213490
12463;239190
260762;33100
242477;218555
58899;140574
277417;296990
252352;345121
225848;96560
354658;335167
357902;141347
305394;35428
303987;129217
225619;270234
126776;339190
55381;113208
70583;337538
349230;210159
238870;109229
256705;235026
164098;53443
212377;117728
74806;253531
30700;105079
160563;181898
58329;131617
308231;179883
230124;51214
69192;318204
211991;122286
129496;56261
67064;172687
242656;59614
70872;350446
72726;108522
50215;311492
204601;95733
156483;162977
129681;98343
262127;103094
109170;214297
142430;175522
318903;213091
211495;275950
357064;319693
334095;158888
44566;347978
280069;118069
148380;221032
90590;284980
311709;112649
68511;359633
180202;45843
140273;98010
63131;45950
129644;284510
258578;38655
291534;197824
235645;3374
160899;177217
287123;53723
199004;132679
142547;318894
249753;122394
143818;355116
316130;128815
267595;198754
324039;118973
