origin;destination
37503;34951
16172;2551
23125;2272
5445;2984
13699;28814
311;26801
34021;22791
17990;33003
9308;17613
26968;29495
9482;2387
34783;12542
3321;16285
1114;1350
7478;13993
32526;427
6843;28809
35746;36097
21594;2508
28677;22046
26447;3095
29672;13212
25889;10219
10056;12637
38648;7952
22929;1444
22056;35458
36938;13272
7781;35426
1110;33550
12985;11550
34903;677
12990;17996
19387;1278
28512;9633
23399;30007
33008;25228
23437;5194
29358;7356
28938;4536
17755;34223
29754;33438
38928;6199
5564;13642
32396;32877
4865;17455
38450;24278
28454;25624
20806;7296
37096;1954
4088;5327
19282;3299
27512;975
21180;12981
35344;5291
14351;32851
29654;2474
10098;32928
16519;21690
3139;10098
18816;32563
32386;34551
21289;29099
8239;38180
35549;16563
19460;11377
18341;5589
20162;19038
38177;19574
10133;19979
7314;12427
26493;38331
36720;38099
24113;12593
16370;28007
15881;18112
4919;5222
37130;5770
9569;18337
36919;36140
2022;39686
21850;12469
17132;15593
20507;14414
11710;20997
37446;6991
27390;35759
31279;35060
23983;2280
29415;33003
16840;21379
10506;32262
1226;9249
32597;31542
20046;38855
34668;37936
10829;37542
26344;12019
31977;2907
16746;3516
10317;2804
23932;29521
35683;6255
27964;17231
6600;3458
4116;31211
8426;8848
16064;23433
8594;17655
8173;24530
12034;26164
7846;15809
15636;37174
38037;39687
17235;6139
27013;15964
7395;8450
23752;22049
8362;776
30017;19469
23580;1721
19921;29917
17887;22177
11742;29949
19216;12927
13475;3896
25279;36843
39098;27127
39328;22820
6194;29565
4654;29787
27823;8879
17227;3656
29529;34463
30440;10317
6203;21896
14339;9304
22776;11114
21590;1164
26977;4342
29828;23448
35855;38266
24184;29849
11715;5289
39572;34755
27983;27274
15829;9224
27737;36766
18235;6137
38597;11195
831;37177
19658;38017
9233;17246
10171;20459
38639;12465
4157;8718
12875;16420
1794;12072
6547;1354
32975;16863
20233;19704
6388;17669
1723;1599
27364;8841
28529;37800
26216;18278
38023;3145
38383;1589
11196;30636
24817;38199
13108;13421
7453;27613
4518;16182
23926;11981
17134;27386
22354;22920
34051;19994
22582;1300
10259;22011
15093;10495
31918;22524
25867;29831
20686;10064
12984;8081
39624;27284
31505;25863
33672;27428
29775;37342
7323;23998
8489;39587
27022;20964
20022;11109
23212;27234
14944;4253
11163;22215
1219;16632
3970;12839
12078;37093
14515;17945
38549;7306
4608;28368
27614;33534
14905;6951
8509;8845
6594;17050
21214;28291
16669;16701
5679;32112
1938;27819
14771;21061
24681;39107
26950;24213
12882;21987
9165;8209
2071;16348
26869;33944
5019;25978
25431;24005
33910;35629
19853;34791
21335;17891
18990;39671
6860;2386
30644;13054
16443;22896
39118;19318
342;12936
11435;5442
9975;15740
15148;15208
31236;32141
24034;10125
33255;1519
36202;578
11276;21503
14750;25252
37799;26639
29502;15428
33002;34587
33478;18430
33048;3756
38960;29627
36863;2192
29401;38186
28699;7085
19980;24164
21897;2644
29008;29682
14467;10837
33634;1273
23256;37368
37099;28472
20021;3528
33801;30955
20286;10782
10038;8959
7324;36355
2694;13817
6747;36024
30881;8566
9872;8519
12667;31902
8758;10651
1143;7906
37695;16905
25346;21641
32486;27862
20073;17791
33904;28334
5336;5683
2716;34015
5487;21141
21582;22104
22194;30292
10768;13906
33947;31490
15814;2514
8546;20778
8366;3045
25428;28071
5803;16504
33495;6854
32660;28515
33696;16905
31713;13465
21799;25148
12935;589
28047;39715
22498;12300
15407;2928
9137;21893
9129;5394
32577;33818
550;23839
3530;21144
6560;8022
30593;9902
29883;35513
19312;18200
2712;4377
7792;15608
3517;6637
21890;28347
33915;1901
34411;33359
282;22479
8348;28089
13045;15607
2299;18933
36575;9817
16260;22038
5697;26727
23957;13703
29432;21260
6306;22068
32736;38147
36741;38196
5747;33051
31849;16592
6462;36210
17298;2705
38091;38647
8521;29408
17714;3438
37399;8697
33234;19439
5240;34542
15452;15287
37177;37330
22777;15297
37733;22722
29334;7866
12095;115
29806;28964
25284;33952
24917;4715
36124;4872
1092;14596
33046;31680
3820;37763
9392;7519
29730;14285
35972;33240
34024;8117
3726;12407
23211;4246
16078;11866
19265;21058
24980;3677
19595;8430
14822;34639
36798;27083
37449;26034
27446;11956
29570;32070
26529;1360
20034;27647
13048;6692
34184;39681
19556;2650
14796;1823
15276;28375
32280;16924
10487;15090
8812;8044
33266;25246
6709;15136
14460;13108
6357;39022
35658;33358
11692;622
23252;39588
24274;31031
15231;38013
32315;15589
29303;12836
9776;24117
35077;22822
35616;28134
25402;33859
28539;34341
4242;36875
25742;5643
32094;18411
16394;27918
17991;28365
4588;10362
