origin;destination
339;1201
7443;5418
1274;8305
5869;3889
2777;2534
5977;10434
3986;4485
8262;14072
7013;1145
11421;12175
7097;13797
14344;2148
14925;696
6719;13392
6902;3677
4740;9269
9570;12963
13447;7692
14744;4332
8820;6946
15166;8149
6422;6386
9610;9983
12633;1977
8003;6970
7287;1482
8784;11586
13351;9680
10609;2632
3726;2178
8408;7348
6262;2652
5679;1526
14409;6602
6908;1915
8105;9422
12190;2574
4820;5953
6239;8461
11417;14566
12448;5666
3818;8212
12640;3734
6205;7148
8975;8175
2654;14187
6710;13388
1875;4446
1725;4157
10071;7555
2799;1776
12160;652
4491;277
2719;10686
8330;9590
2163;7044
1802;15085
5538;161
9118;3935
6882;14159
7618;7558
10782;10973
5793;360
3445;2573
10327;2750
14237;14701
12063;1509
4051;9251
5682;2650
9533;10055
3842;6425
3670;13900
13015;7642
8508;5942
13768;11685
13383;4637
13248;3629
839;9022
9968;13270
2816;10161
15089;8640
1866;14792
3853;11247
8254;15305
7108;10760
14437;11781
9489;3840
9260;8416
5244;7845
10618;8518
13082;4388
2416;7243
5567;4350
7563;13744
13264;6701
13284;9115
14652;376
13947;11059
9577;14186
4799;12288
11393;13762
2999;1118
7642;11997
3021;12371
4986;1903
985;10235
4981;9928
12091;6511
255;14799
13527;3059
8872;12113
1966;14849
5828;6295
4702;1422
10880;8432
11977;4799
3199;15191
11135;7483
13021;14349
5319;12389
6016;11153
11079;14338
12665;6554
4606;11292
6588;4242
4999;2819
3940;9649
2589;10410
11981;8417
3505;10792
13502;13083
1099;6265
12437;922
9793;1936
11554;7197
3133;2451
6794;11859
4941;899
3160;3791
12900;8133
6191;9211
11191;2977
2943;1296
10134;4789
3164;3331
14109;948
973;7634
8960;820
4585;12198
495;4257
5754;6576
112;10951
5349;10414
5308;7975
11414;11715
2101;6218
995;10079
1606;11546
5952;1522
2790;3324
4130;11543
12528;5432
5715;4310
3850;11514
10398;7844
4621;12600
906;14246
15005;2569
1209;6786
9449;1277
9574;2434
2;11576
9992;3631
10136;2152
2636;12783
7608;336
12772;14638
1227;14058
17;14177
662;7435
7446;6989
12382;7643
14963;1462
9915;4375
7272;13938
13310;11387
8341;2870
14219;7027
2056;474
1142;13143
647;10258
14006;13887
3370;9494
1002;4289
14644;1335
14981;1634
15254;4685
861;2593
12858;13932
8088;10435
3913;1620
9769;6367
14036;10925
3887;1818
9619;9302
4965;2513
12574;8670
11427;2986
7481;14615
12827;6445
13003;4045
11883;13904
6253;4649
2309;14647
3565;10555
11245;9748
14623;2378
13608;3009
5066;4949
7495;10803
7960;12176
676;1425
644;10988
6930;5042
790;2422
304;1399
2835;2400
1771;2441
7849;8743
1927;3878
9597;5038
11105;1809
12216;8499
5246;963
11138;6269
1095;6581
9039;12740
9458;6763
150;14980
9295;11137
2261;15261
8723;3931
4230;5431
9139;1741
1746;12089
8464;1532
7724;14128
13703;12175
6420;13077
7970;13150
3005;14948
2405;11223
12150;11459
9044;6603
1789;6164
1521;1931
4620;11205
3239;8205
7922;1313
8462;13837
13715;8987
1919;3976
14026;14890
11083;4470
8407;1144
8108;6162
3973;9225
498;888
11152;4075
11771;14571
3301;3698
6633;1285
11169;14457
7304;616
403;1141
14672;2492
1256;1294
8350;10729
9231;4561
1147;14969
11457;10337
5749;10272
2306;227
3418;14151
1750;11124
6005;1962
10440;2702
9015;5405
12961;5710
4859;7326
739;2991
6825;9860
13089;6535
1339;3942
14513;7153
9710;12988
9899;838
10944;12316
13620;1306
7147;4731
5614;6651
2097;3781
4635;12435
12329;7097
615;3643
3317;9730
2941;12253
10311;3843
13191;5552
525;10512
4880;2924
8364;6800
12862;5888
5434;238
3071;14078
4489;12611
3380;5914
11068;1546
3084;13350
7333;9148
8483;14993
13525;1596
11396;14929
714;7106
1712;13884
13842;10359
6789;1378
13977;693
4122;4698
992;2646
1838;10218
2259;14809
3425;8362
8577;2425
14079;10032
9627;12383
9802;4333
11656;8960
4782;11060
4609;14890
2714;11396
9654;3805
3790;1935
3526;270
12441;10171
14471;3312
4524;7233
6106;15179
7951;14359
14395;6263
6914;14529
3928;7621
13754;5312
14185;2686
2195;2488
12188;9894
14694;14089
5898;3707
7923;14364
23;10711
2107;8581
1571;154
10268;10904
1538;5180
7566;11417
99;6776
12703;2909
114;6633
14129;8198
8923;6225
8993;12171
14003;10060
