origin;destination
339;6141
7443;4910
1274;2868
5869;12774
2777;13164
5977;13221
3986;4050
8262;8136
7013;11889
11421;6723
7097;11836
14344;8646
14925;2095
6719;11323
6902;6811
4740;7731
9570;465
13447;14540
14744;329
8820;13829
15166;11335
6422;6944
9610;1895
12633;7849
8003;10001
7287;4371
8784;7579
13351;3555
10609;8805
3726;12447
8408;12428
6262;3555
5679;7315
14409;8533
6908;565
8105;1037
12190;13490
4820;11842
6239;11339
11417;5210
12448;4010
3818;6132
12640;5320
6205;13242
8975;4330
2654;3585
6710;942
1875;5203
1725;3543
10071;4011
2799;5589
12160;13522
4491;13408
2719;4929
8330;8880
2163;12419
1802;8810
5538;9863
9118;4909
6882;6863
7618;15206
10782;13794
5793;12294
3445;5864
10327;12535
14237;7705
12063;12424
4051;12411
5682;786
9533;8646
3842;5057
3670;7581
13015;9649
8508;12234
13768;8082
13383;8154
13248;15284
839;11669
9968;3434
2816;13808
15089;13273
1866;4230
3853;4516
8254;11882
7108;6702
14437;8530
9489;724
9260;3080
5244;10349
10618;10821
13082;782
2416;13740
5567;5618
7563;3449
13264;12176
13284;2249
14652;9847
13947;4345
9577;8031
4799;6106
11393;5782
2999;9483
7642;6740
3021;6561
4986;7978
985;13460
4981;9813
12091;460
255;3199
13527;9160
8872;6725
1966;14742
5828;11386
4702;5815
10880;9789
11977;14640
3199;7570
11135;13286
13021;13336
5319;540
6016;10086
11079;12010
12665;5941
4606;4155
6588;13251
4999;7576
3940;4667
2589;8327
11981;2857
3505;12214
13502;10519
1099;3100
12437;2179
9793;2680
11554;4911
3133;12779
6794;6707
4941;13471
3160;12401
12900;497
6191;6066
11191;6722
2943;11877
10134;11893
3164;8498
14109;561
973;6712
8960;8831
4585;13684
495;7084
5754;7186
112;12460
5349;536
5308;6593
11414;5185
2101;7308
995;13151
1606;5194
5952;1056
2790;10023
4130;13759
12528;5907
5715;6661
3850;3336
10398;13451
4621;1009
906;13151
15005;3164
1209;5579
9449;5895
9574;6814
2;14810
9992;9033
10136;4634
2636;4328
7608;2090
12772;9684
1227;5655
17;13286
662;8754
7446;5550
12382;10849
14963;14748
9915;5912
7272;6737
13310;1399
8341;4481
14219;13228
2056;13228
1142;6715
647;4010
14006;5281
3370;9948
1002;8897
14644;15056
14981;14925
15254;13766
861;4640
12858;6115
8088;9675
3913;6745
9769;4973
14036;13321
3887;6097
9619;11201
4965;10034
12574;12413
11427;5189
7481;9865
12827;9933
13003;6003
11883;9137
6253;13162
2309;6107
3565;6247
11245;6712
14623;4846
13608;2892
5066;11690
7495;9972
7960;13305
676;1298
644;4070
6930;4908
790;15171
304;5626
2835;11607
1771;564
7849;10288
1927;4612
9597;3941
11105;13525
12216;7279
5246;5316
11138;8830
1095;3196
9039;13770
9458;6244
150;13905
9295;10006
2261;6738
8723;12450
4230;15185
9139;8822
1746;13452
8464;3587
7724;6962
13703;15168
6420;4604
7970;4470
3005;10874
2405;8557
12150;1324
9044;5287
1789;14946
1521;8560
4620;14524
3239;13614
7922;7784
8462;6156
13715;7423
1919;13064
14026;7437
11083;4345
8407;5298
8108;5252
3973;12389
498;13492
11152;12465
11771;5684
3301;11698
6633;8814
11169;6748
7304;4734
403;3755
14672;4895
1256;13020
8350;4182
9231;7702
1147;10824
11457;13407
5749;7757
2306;2684
3418;8817
1750;12767
6005;9042
10440;6660
9015;66
12961;8823
4859;5789
739;14827
6825;5863
13089;8444
1339;3002
14513;7381
9710;13654
9899;6244
10944;12556
13620;10387
7147;6733
5614;4254
2097;6133
4635;4649
12329;184
615;3645
3317;13910
2941;4537
10311;1033
13191;5580
525;6273
4880;1457
8364;10109
12862;9978
5434;4630
3071;3060
4489;6743
3380;6804
11068;12466
3084;3589
7333;9726
8483;11790
13525;4079
11396;12527
714;5679
1712;13408
13842;5253
6789;4640
13977;5267
4122;3345
992;8832
1838;5330
2259;13258
3425;14950
8577;7472
14079;12497
9627;13719
9802;15268
11656;3172
4782;13437
4609;4428
2714;4609
9654;12925
3790;3435
3526;8804
12441;8237
14471;12498
4524;3868
6106;6566
7951;13516
14395;13384
6914;12828
3928;12446
13754;10673
14185;13774
2195;12352
12188;588
14694;9967
5898;9459
7923;8712
23;13426
2107;13358
1571;3563
10268;5644
1538;13222
7566;833
99;11477
12703;11725
114;13311
14129;4599
8923;12464
8993;6732
14003;6762
