origin;destination
37503;21457
16172;23249
23125;16379
5445;22461
13699;30202
311;9405
34021;10882
17990;13291
9308;25444
26968;24035
9482;28517
34783;24507
3321;5103
1114;35840
7478;3463
32526;22711
6843;28568
35746;25274
21594;21751
28677;19640
26447;28752
29672;2741
25889;6090
10056;4086
38648;29133
22929;24188
22056;7572
36938;13863
7781;34169
1110;28374
12985;35603
34903;30344
12990;15333
19387;6295
28512;3215
23399;10439
33008;35708
23437;23977
29358;37789
28938;22163
17755;21403
29754;13301
38928;38749
5564;32301
32396;14504
4865;26326
38450;22874
28454;31299
20806;37093
37096;11667
4088;38744
19282;16299
27512;37238
21180;37257
35344;7419
14351;20723
29654;33812
10098;21145
16519;33812
3139;2405
18816;25272
32386;12442
21289;19433
8239;10122
35549;4560
19460;20620
18341;33173
20162;6063
38177;6500
10133;22109
7314;8882
26493;19741
36720;22931
24113;24014
16370;19246
15881;36162
4919;6972
37130;2634
9569;37357
36919;8815
2022;25291
21850;8911
17132;1633
20507;7397
11710;22435
37446;15646
27390;11203
31279;12291
23983;35943
29415;3250
16840;23487
10506;30616
1226;18135
32597;38926
20046;4106
34668;1998
10829;6966
26344;13912
31977;19892
16746;2737
10317;8453
23932;16188
35683;23023
27964;17522
6600;17594
4116;2137
8426;3036
16064;17607
8594;10102
8173;28329
12034;20756
7846;6873
15636;38004
38037;8385
17235;27621
27013;5098
7395;34288
23752;20990
8362;12561
30017;14214
23580;14125
19921;28583
17887;28846
11742;14991
19216;30746
13475;15023
25279;11033
39098;32529
39328;24099
6194;36503
4654;17098
27823;18770
17227;25422
29529;13308
30440;4648
6203;16034
14339;5231
22776;18286
21590;12497
26977;31842
29828;7950
35855;10749
24184;35181
11715;9824
39572;29821
27983;28366
15829;6096
27737;10828
18235;1943
38597;13758
831;20648
19658;22547
9233;1541
10171;14994
38639;17007
4157;172
12875;19593
1794;22018
6547;20997
32975;38265
20233;5147
6388;27667
1723;16233
27364;29868
28529;22643
26216;20281
38023;27973
38383;24383
11196;32296
13108;11629
7453;17334
4518;14557
23926;8174
17134;27596
22354;28404
34051;16888
22582;14954
10259;38780
15093;2699
31918;7678
25867;8592
20686;18231
12984;25879
39624;30668
31505;20636
33672;27194
29775;33512
7323;17716
8489;19188
27022;4403
20022;12019
23212;11731
14944;12615
11163;35508
1219;9010
3970;39097
12078;4225
14515;34960
38549;2549
4608;30406
27614;2027
14905;5046
8509;10161
6594;32746
21214;13186
16669;20586
5679;2404
1938;29840
14771;21027
24681;29609
26950;5142
12882;3939
9165;4043
2071;38672
26869;25248
5019;2381
25431;26697
33910;26490
19853;1645
21335;17297
18990;29347
6860;34
30644;38045
16443;33644
39118;4738
342;37632
11435;6275
9975;4885
15148;33288
31236;19960
24034;5403
33255;30211
36202;7043
11276;10205
14750;3831
37799;22004
29502;39456
33002;2522
33478;22320
33048;10801
38960;27925
36863;27490
29401;4737
28699;28677
19980;21706
21897;13866
29008;25904
14467;27450
33634;33418
23256;21708
37099;17161
20021;32483
33801;9184
20286;35397
10038;18462
7324;37987
2694;3411
6747;29152
30881;35052
9872;1608
12667;11988
8758;19026
1143;14885
37695;27890
25346;39183
32486;13069
20073;5753
33904;22033
5336;21137
2716;35639
5487;28243
21582;30229
22194;22865
10768;26675
33947;17706
15814;31482
8546;6435
8366;5553
25428;37049
5803;23483
33495;30876
32660;24581
33696;342
31713;1745
21799;23513
12935;16484
28047;17807
22498;34334
15407;25276
9137;5186
9129;30960
32577;13040
550;21671
3530;35806
6560;15776
30593;29232
29883;18832
19312;12565
2712;38191
7792;5226
3517;17883
21890;1943
33915;28824
34411;16094
282;36621
8348;32276
13045;19275
2299;38106
36575;13548
16260;19869
5697;28511
23957;14034
29432;31475
6306;19857
32736;33392
36741;12623
5747;28560
31849;4342
6462;6506
17298;23041
38091;18923
8521;29676
17714;1160
37399;31711
33234;38812
5240;26568
15452;39241
37177;30504
22777;13897
37733;34332
29334;690
12095;39025
29806;15515
25284;10742
24917;4113
36124;19198
1092;33470
33046;37932
3820;12040
9392;2029
29730;24130
35972;37511
34024;4002
3726;21425
23211;11401
16078;19689
19265;17953
24980;1502
19595;2690
14822;5946
36798;8292
37449;24003
27446;6745
29570;30968
26529;37086
20034;27929
13048;20148
34184;26991
19556;12367
14796;13045
15276;6846
32280;25385
10487;23847
8812;323
33266;5802
6709;7813
14460;16016
6357;17194
35658;28213
11692;17382
23252;19048
24274;10258
15231;34909
32315;21429
29303;1986
9776;4013
35077;23665
35616;7358
25402;25739
28539;15561
4242;2160
25742;279
32094;8413
16394;28954
17991;11784
4588;33092
