origin;destination
273972;104570
8300;208756
338993;302819
302200;29138
166689;62432
241731;218923
64674;68669
13821;188389
62724;305278
173031;323717
316362;54348
189653;731
141095;14235
214314;207631
129345;295701
101470;339429
263217;315070
111995;298979
321153;309430
65115;167616
239020;298928
25260;287467
325024;320951
125931;200510
211966;20158
200876;264884
119513;324696
310352;79811
157234;64498
219852;116682
251714;210108
102248;122333
140464;52962
77693;83726
65558;324840
11830;283108
7872;116930
33807;185243
129196;213362
121049;256695
93194;142114
291635;309766
27452;345885
294994;14839
150551;186574
277945;149681
80480;154079
310849;43548
29456;68147
346322;324476
100176;215821
37223;3182
83005;130454
175374;256534
7332;231661
271845;258440
32710;159317
326366;246371
71957;232316
254267;225005
120949;154461
27473;159487
305083;137178
61257;237797
96433;110395
241882;180146
291983;112973
261840;278027
245379;114698
76040;40777
231274;141848
130289;43980
210196;351134
218187;200529
102723;306562
125163;210486
139243;108778
12341;188299
186291;228334
125344;323455
273203;111011
203445;134900
244340;178083
341904;111117
184242;145503
31517;16470
98780;62305
15323;137144
115346;58450
245148;17877
143846;144925
329282;147382
239707;208226
13891;231683
6697;281505
6950;207577
283830;358567
309956;53647
56221;89889
162951;146224
17963;118681
51501;104386
343132;35592
342405;225168
31906;274348
36016;150559
141214;214430
65441;268518
12708;357917
298013;126161
315899;151109
194171;207007
309530;212991
188645;106424
272236;28908
8021;54757
63884;168226
338456;208238
93769;275515
234894;106132
356131;264543
230375;240802
122571;303430
40615;330652
217319;67357
143970;156646
6475;256095
118912;317783
266240;91525
248826;146881
41920;65854
334874;18165
166391;201757
277439;104442
336771;297103
173526;82160
171701;45521
355297;229519
166734;12763
104499;45206
17538;128842
498;7931
68151;41845
238164;306868
222278;320299
70369;199621
146169;239
173303;106850
23179;301500
191296;326098
126379;172224
573;257131
4600;133978
20094;231499
207365;266124
260391;233696
64022;246361
18349;19121
285729;233914
164566;221782
174094;160589
219324;181662
14583;161466
87818;54331
284200;291786
301373;25120
241887;240593
242083;165805
117964;276688
331039;354486
82130;46896
70626;169017
144836;18828
75507;260264
25896;334734
82216;261188
267511;134729
247274;295043
286554;72164
185845;219415
77870;288256
42644;46863
340993;237163
50089;34384
56082;28451
326178;278367
110996;98631
56581;38319
329003;280283
22372;70282
280620;87332
313513;7873
217185;201150
8779;181569
243139;349025
36822;356358
164669;78951
75431;23319
176623;312825
303149;107285
41064;63452
51881;233858
261803;70181
53230;352701
279082;317794
12449;124606
79437;215051
109625;175892
327788;59439
235263;286041
4432;14052
335;224326
74230;269921
324117;4030
19403;72089
246737;18122
185968;355778
99475;269133
146743;180484
52734;46886
5603;356260
223944;17342
303724;263303
9976;241595
29880;235469
172519;285366
292451;180589
287039;292754
258871;243719
243390;144970
270900;275086
146420;86794
171401;38111
249024;351497
151512;133025
304470;273688
12405;304407
248635;136593
128103;31376
25479;54055
35621;185888
34529;23074
28442;78996
323206;39383
63458;343226
184323;9968
358730;150069
91957;94287
120467;85950
31440;223184
104558;245629
27732;291708
29248;152109
57049;302138
169248;322014
143492;87791
150932;13713
26447;156346
168535;257719
218884;62915
351701;131520
158658;296653
153517;213275
101366;130163
195438;326872
88675;302009
159002;157275
86298;280119
208037;256144
52802;232682
312757;145553
198289;310476
220452;8904
140240;317119
191929;117924
77914;38549
199602;299022
295900;175298
23933;14624
117783;122535
3578;315738
44825;33193
287226;359455
148359;238159
328194;224358
183254;53940
229192;43610
237836;340590
37748;351112
119491;181386
191072;220103
80614;331851
296280;225190
189426;216697
290075;40986
109814;88308
157399;236906
230034;205711
253808;17450
117499;355841
352825;61590
299317;259434
277368;178611
256087;156601
319398;173577
113226;89153
327212;184607
291978;6157
1127;76996
153507;275323
253029;237972
264820;50302
160549;13783
49775;12571
244634;291884
34454;233135
190504;4907
233343;102032
274917;52570
312529;271737
98905;251687
251588;304456
229566;314850
137125;19874
104576;11429
154895;48060
139133;237980
314738;35198
22597;330061
315983;195007
283418;93330
148025;258284
4209;215639
104405;352848
12463;34666
260762;29540
242477;77934
58899;325648
277417;4246
252352;296701
225848;304199
354658;157277
357902;165911
305394;227831
303987;111091
225619;61565
126776;160444
55381;27569
70583;250924
349230;139818
238870;165075
256705;36040
164098;292851
212377;337352
74806;294874
30700;323384
160563;250544
58329;132612
308231;303067
230124;74404
69192;341845
211991;322725
129496;115285
67064;196933
242656;10665
70872;320483
72726;46380
50215;356216
204601;100747
156483;357157
129681;321103
262127;213908
109170;181250
142430;192192
318903;326354
211495;183761
357064;294208
334095;98702
44566;302704
280069;81435
148380;151321
90590;257695
311709;120244
68511;345072
180202;191113
140273;82326
63131;320813
129644;260593
258578;260912
291534;237280
235645;159255
160899;341770
287123;336376
199004;21574
142547;285218
249753;186519
143818;248738
316130;65283
267595;58144
324039;23499
