origin;destination
519;818
91;1312
1291;9
563;750
212;515
1334;624
35;591
666;466
126;95
647;688
503;510
1078;106
84;240
700;1060
972;107
903;673
952;1327
1311;12
1077;373
1327;761
205;875
816;942
111;1144
651;89
1190;1341
450;972
277;881
281;402
876;480
85;540
718;1321
255;168
712;1059
427;631
781;219
991;1174
909;198
888;823
1200;946
36;479
933;26
538;861
106;1239
1274;322
173;1134
873;663
1140;520
758;115
554;743
224;928
638;1310
408;777
5;567
344;1078
826;1103
998;156
623;142
47;394
155;918
260;422
1307;713
179;176
923;267
1093;631
1017;397
456;1273
443;1035
400;269
1047;281
825;731
472;369
920;126
997;724
1088;943
97;1097
390;604
1056;96
505;82
515;66
442;250
1242;404
792;46
72;737
230;993
881;46
286;454
18;156
514;194
1096;553
510;1033
1126;1030
113;1006
313;1294
858;833
75;1284
1339;946
637;1315
932;281
142;678
145;187
473;304
376;418
1041;708
222;990
851;823
447;1195
900;823
410;539
608;817
502;80
441;122
267;391
38;778
959;785
698;635
183;174
913;1140
169;297
872;425
312;391
446;128
436;274
685;359
130;326
1111;230
426;1331
44;670
323;366
1099;382
55;250
949;1098
342;759
828;255
748;570
901;28
57;174
1016;974
658;770
569;267
993;78
627;697
120;848
144;168
734;943
153;0
457;126
860;1022
1176;435
1059;402
553;769
874;205
393;317
309;69
27;1015
1237;833
186;423
557;568
318;779
1323;6
1155;204
191;55
162;790
819;376
238;931
869;527
216;64
184;189
172;402
497;824
1160;456
1300;807
602;466
796;1298
927;984
168;327
133;1020
786;759
925;341
1161;851
711;26
462;298
412;1339
20;1054
398;309
50;42
63;537
273;190
101;1270
176;536
1102;318
493;276
129;753
477;72
137;320
23;1343
677;444
1332;1040
202;983
655;823
1103;1323
1092;217
17;730
1343;1284
499;463
838;718
370;172
241;798
848;954
857;890
269;443
548;283
896;1196
82;721
1305;720
197;942
591;1016
381;678
326;162
702;1008
842;1129
560;605
672;257
877;280
364;1206
1346;804
1063;113
325;713
484;295
1279;739
100;372
1000;666
995;205
946;303
815;153
366;824
980;1311
1320;612
795;651
772;915
937;766
804;497
119;436
1191;416
362;195
13;998
86;1316
135;1144
389;969
692;819
49;881
339;538
613;541
177;191
806;545
906;172
345;331
771;1066
687;202
283;368
941;1267
1310;488
274;1123
480;954
256;1329
907;1266
1336;703
354;1031
929;591
1270;871
1123;521
418;343
996;666
784;541
763;351
955;262
1321;110
630;148
1081;660
42;176
348;573
1286;1104
104;458
278;173
707;651
640;916
752;382
371;604
175;412
471;434
1121;810
154;1322
751;1196
156;501
233;489
724;842
728;1059
1340;163
948;425
1281;545
1306;23
1034;836
803;22
675;62
103;1144
299;400
219;309
276;193
439;519
69;1263
421;582
270;181
967;429
268;96
852;383
448;1334
501;728
566;191
735;1026
537;223
1319;798
766;562
301;665
936;735
773;1154
165;313
767;529
783;124
511;935
174;121
315;442
308;437
1313;732
610;758
1231;1275
1011;109
730;636
200;272
604;1294
643;804
218;567
912;437
1035;352
1236;1007
1133;966
1061;375
775;667
790;451
467;757
1052;287
300;631
112;304
904;207
1025;943
905;968
800;490
413;422
